id,name,upper_category_id,year
676,SESSION: Papers: language and translation,664,2013
677,SESSION: Papers: brain sensing and analysis,664,2013
678,SESSION: Papers: crowdwork and online communities,664,2013
679,SESSION: Papers: keyboards and hotkeys,664,2013
680,SESSION: Papers: flexible displays,664,2013
681,"SESSION: Papers: smart tools, smart work",664,2013
682,SESSION: Papers: creating and authoring,664,2013
683,SESSION: Papers: exploring games,664,2013
684,SESSION: Papers: tables and floors,664,2013
685,SESSION: Papers: design for classrooms 1,664,2013
686,SESSION: Papers: crowds and activism,664,2013
687,SESSION: Papers: large and public displays,664,2013
688,SESSION: Papers: interacting around devices,664,2013
689,SESSION: Papers: design for the home,664,2013
690,SESSION: Papers: social creativity,664,2013
691,SESSION: Papers: design for classrooms 2,664,2013
692,SESSION: Papers: reflecting on phones,664,2013
693,SESSION: Papers: technologies for life 2,664,2013
694,SESSION: Papers: gesture studies,664,2013
695,SESSION: Papers: manipulating video,664,2013
696,SESSION: Papers: sustainable energy,664,2013
697,SESSION: Papers: impairment and rehabilitation,664,2013
698,SESSION: Papers: exergames and beyond,664,2013
699,SESSION: Papers: full-body interaction,664,2013
700,SESSION: Papers: video communication,664,2013
701,SESSION: Papers: ideation methods,664,2013
702,SESSION: Papers: pointing and Fitts Law,664,2013
703,SESSION: Papers: sensing touch,664,2013
704,SESSION: Papers: displays everywhere,664,2013
705,SESSION: Papers: clinical settings,664,2013
706,SESSION: Papers: game design,664,2013
707,SESSION: Papers: novel programming,664,2013
708,SESSION: Papers: temporal design,664,2013
709,SESSION: Papers: tactile experiences,664,2013
710,SESSION: Papers: public displays,664,2013
711,SESSION: Papers: communicating health,664,2013
712,SESSION: Papers: reading and writing,664,2013
713,SESSION: Papers: studying digital artifacts,664,2013
714,SESSION: Papers: ethics in HCI,664,2013
715,SESSION: Papers: embodied interaction 2,664,2013
716,SESSION: Papers: design research,664,2013
717,SESSION: Papers: developing the world,664,2013
718,SESSION: Papers: collaborative creation,664,2013
719,SESSION: Papers: aesthetics and the web,664,2013
720,SESSION: Papers: evaluation methods 2,664,2013
721,SESSION: Papers: design for the blind,664,2013
722,SESSION: Papers: mobile interaction,664,2013
723,SESSION: Papers: performing interaction,664,2013
724,SESSION: Papers: engagement,664,2013
725,SESSION: Papers: knowledge managment,664,2013
726,SESSION: Papers: touch interaction,664,2013
727,SESSION: Papers: data navigation,664,2013
728,SESSION: Papers: passwords and errors,664,2013
729,SESSION: Papers: social tagging,664,2013
730,SESSION: Papers: food and health,664,2013
731,SESSION: Papers: mobile applications,664,2013
732,SESSION: Papers: crime and conflicts,664,2013
733,SESSION: Papers: haptics,664,2013
734,SESSION: Papers: fabrication,664,2013
735,SESSION: Papers: mental health,664,2013
736,SESSION: Papers: consent and privacy,664,2013
737,SESSION: Papers: text visualization,664,2013
738,SESSION: Papers: sustainability,664,2013
739,SESSION: Papers: mobile text entry,664,2013
740,SESSION: Papers: design for development,664,2013
741,SESSION: Papers: narrative and materiality,664,2013
742,SESSION: Papers: design for children,664,2013
743,SESSION: Papers: evaluation methods 3,664,2013
744,SESSION: Papers: visual perception,664,2013
745,SESSION: Papers: searching and finding,664,2013
746,SESSION: Papers: mobile gestures,664,2013
747,SESSION: Papers: design for developers,664,2013
748,SESSION: Papers: perception and awareness,664,2013
749,SESSION: Papers: spatial interfaces,664,2013
750,SESSION: Papers: autism,664,2013
751,SESSION: Papers: information visualization,664,2013
752,SESSION: Papers: social media practices,664,2013
753,SESSION: Papers: different perspectives,664,2013
754,SESSION: Papers: multi-device interaction,664,2013
755,SESSION: Papers: On the move,664,2013
756,SESSION: Papers: understanding privacy,664,2013
757,SESSION: Papers: design strategies,664,2013
758,SESSION: Papers: tensions in social media,664,2013
759,CHI,,2014
760,SESSION: Visualization and aesthetics,759,2014
761,SESSION: Stress,759,2014
762,SESSION: Social local mobile,759,2014
763,SESSION: Coordination and collaboration,759,2014
764,SESSION: Watches and small devices,759,2014
765,SESSION: The third dimension,759,2014
766,SESSION: Audio interaction,759,2014
767,SESSION: Sustainability and everyday practices,759,2014
768,SESSION: Studying online communities,759,2014
769,SESSION: Image and animation authoring,759,2014
770,SESSION: Studying and designing gameplay,759,2014
771,SESSION: Force input and haptic feedback,759,2014
772,"SESSION: Hackerspaces, making and breaking",759,2014
773,SESSION: Activity recognition,759,2014
774,SESSION: Managing income,759,2014
775,SESSION: Designing and understanding visualizations,759,2014
776,SESSION: Crowdfunding and crowd storage,759,2014
777,SESSION: Novel approaches to navigation,759,2014
778,SESSION: Interfaces for care and support,759,2014
779,SESSION: Research through design,759,2014
780,SESSION: Pointing and cursors,759,2014
781,SESSION: Always connected: email and social media,759,2014
782,SESSION: Smart homes and sustainability,759,2014
783,SESSION: Multilingual communication,759,2014
784,SESSION: Interactive visualization and visual elements,759,2014
785,SESSION: Understanding and designing games,759,2014
786,SESSION: Personal values and preferences,759,2014
787,SESSION: Enabling interactive performances,759,2014
788,SESSION: Battery life and energy harvesting,759,2014
789,SESSION: Mid-air gestures,759,2014
790,SESSION: Touch and stylus interaction,759,2014
791,SESSION: Quantified self,759,2014
792,SESSION: Sustainability perspectives,759,2014
793,SESSION: Navigating video,759,2014
794,SESSION: Crowds and creativity,759,2014
795,SESSION: Interacting with the web,759,2014
796,"SESSION: Music, dance, and television",759,2014
797,SESSION: Social media and health,759,2014
798,SESSION: On and above the surface,759,2014
799,SESSION: Interactive whiteboards and public displays,759,2014
800,SESSION: Human-robot interaction,759,2014
801,SESSION: Emergency response,759,2014
802,SESSION: Sensemaking and information in use,759,2014
803,SESSION: Presentation technologies,759,2014
804,SESSION: Personal health and wellbeing,759,2014
805,SESSION: Design theory,759,2014
806,SESSION: Novel keyboards,759,2014
807,SESSION: DIY and hacking,759,2014
808,SESSION: User models and prediction,759,2014
809,SESSION: Engage and educate children,759,2014
810,SESSION: Studying visualization,759,2014
811,SESSION: Exploring exergames,759,2014
812,SESSION: Narratives and storytelling,759,2014
813,SESSION: Designing for older adults and demographic change,759,2014
814,SESSION: Critical design,759,2014
815,SESSION: Understanding and modeling touch,759,2014
816,SESSION: 3D interaction: modeling and prototyping,759,2014
817,SESSION: The eyes have it,759,2014
818,SESSION: Learning and education,759,2014
819,SESSION: Telepresence and connecting over video,759,2014
820,SESSION: Exergame design,759,2014
821,SESSION: Designing and modeling GUIs,759,2014
822,SESSION: Health and everyday life,759,2014
823,SESSION: Text entry and evaluation,759,2014
824,SESSION: Emotions and mobiles,759,2014
825,SESSION: Privacy,759,2014
826,SESSION: Issues that matter,759,2014
827,SESSION: Understanding and using social media,759,2014
828,SESSION: Working together,759,2014
829,SESSION: Programming and development tools,759,2014
830,SESSION: Interactive technologies for rehabilitation,759,2014
831,SESSION: Shape-changing interfaces,759,2014
832,SESSION: Touch input,759,2014
833,SESSION: Risks and security,759,2014
834,SESSION: CHI for social development,759,2014
835,SESSION: Question and answer systems,759,2014
836,SESSION: Cross-device interaction,759,2014
837,SESSION: Exergaming for health and fitness,759,2014
838,SESSION: Sensory experiences: smell and taste,759,2014
839,SESSION: Multitouch interaction,759,2014
840,SESSION: Authentication and passwords,759,2014
841,SESSION: Policies and practice: doing the right thing,759,2014
842,SESSION: Journalism and social news,759,2014
843,SESSION: Interruptions and distractions,759,2014
844,"SESSION: Decisions, recommendations, and machine learning",759,2014
845,SESSION: Accessibility,759,2014
846,SESSION: Tangible interactions and technologies,759,2014
847,SESSION: Head-worn displays,759,2014
848,SESSION: Applications of body sensing,759,2014
849,SESSION: Urban communities and social media,759,2014
850,SESSION: Social media usage,759,2014
851,SESSION: Games and education,759,2014
852,SESSION: Learning and games,759,2014
853,SESSION: Persuasive technologies and applications,759,2014
854,SESSION: Whole body sensing and interaction,759,2014
855,SESSION: Novel mobile displays and devices,759,2014
856,"SESSION: HCI paradigms: past, present and future",759,2014
857,SESSION: PolitiCHI,759,2014
858,SESSION: Location-based services and navigation,759,2014
859,SESSION: Crowdsourcing,759,2014
860,SESSION: Desktop search and history,759,2014
861,SESSION: Lost and found in translation,759,2014
862,SESSION: Participatory design,759,2014
863,SESSION: Brain computer interfaces,759,2014
864,SESSION: 3D printing and fabrication,759,2014
865,SESSION: Modeling users and interaction,759,2014
866,SESSION: Engaging older adults through technology,759,2014
867,SESSION: Computer mediated intimacy and romance,759,2014
868,SESSION: Network of care,759,2014
869,TUTORIAL SESSION: Tutorials,759,2014
870,SESSION: Driving interfaces and evaluations,759,2014
871,SESSION: Gesture-based interaction,759,2014
872,SESSION: Interactive surfaces and pervasive displays,759,2014
873,SESSION: Social Media for Relationships,759,2014
874,CHI,,2015
875,SESSION: Non-Rigid Interaction Surfaces,874,2015
876,SESSION: What do I hear? Communicating with Sound,874,2015
877,SESSION: Rethinking Evaluation for Today's HCI,874,2015
878,SESSION: Improving Game Experiences,874,2015
879,SESSION: Facebook Newsfeeds & Friendships,874,2015
880,SESSION: Activism in Wikipedia & Beyond,874,2015
881,SESSION: HMDs & Wearables to Overcome Disabilities,874,2015
882,SESSION: Visualizing Data,874,2015
883,SESSION: Interaction in 3D Space,874,2015
884,SESSION: Understanding & Evaluating Performance,874,2015
885,SESSION: Music & Art,874,2015
886,SESSION: Supporting Change in Developing Countries,874,2015
887,"SESSION: Privacy, Security & Interruptions",874,2015
888,SESSION: Making & Sharing Assistive Technologies,874,2015
889,SESSION: Matching & Facilitating Social Interactions,874,2015
890,SESSION: Reflecting Upon Design Reflection,874,2015
891,SESSION: Makers & Hackers,874,2015
892,SESSION: How Fast Can you Type on your Phone?,874,2015
893,SESSION: Understand & Enhancing Learning,874,2015
894,SESSION: Family Communication,874,2015
895,SESSION: Crowdsourcing Fans & Friends,874,2015
896,SESSION: Managing Personal Privacy,874,2015
897,SESSION: Health Sensors & Monitoring,874,2015
898,"SESSION: Collaborative Tables, Walls & Rooms",874,2015
899,SESSION: The Value of Things,874,2015
900,SESSION: Muscle-Computer Interfaces,874,2015
901,SESSION: Phones for more than Just Talking & Text,874,2015
902,SESSION: Search & Recommendations,874,2015
903,"SESSION: Kids Haptic, Wearable, Tangible Learning",874,2015
904,SESSION: Motivation & Participation,874,2015
905,SESSION: Sustainability & Recycling,874,2015
906,SESSION: The Value of the Village in Caregiving,874,2015
907,SESSION: I Like What I See - Interface Aesthetics,874,2015
908,SESSION: Supporting Creativity through UX Design,874,2015
909,SESSION: Smartwatch Interaction,874,2015
910,SESSION: Tangible Interactions,874,2015
911,SESSION: New Evaluation Approaches,874,2015
912,SESSION: Evaluating Crowdsourcing,874,2015
913,SESSION: Smart Smartphone Authentication,874,2015
914,"SESSION: Healthcare Bias, Engagement & Adaptation",874,2015
915,SESSION: Storytelling in InfoVis,874,2015
916,"SESSION: Grip, Move & Tilt: Novel Interaction",874,2015
917,SESSION: Interactive Video & Collaborative Annotations,874,2015
918,SESSION: HCI for the Elderly,874,2015
919,SESSION: The Impact of Crowd Work on Workers,874,2015
920,SESSION: Social Media and Mobile Camera Privacy,874,2015
921,SESSION: DIY Healthcare: Apps & Wearables,874,2015
922,SESSION: Social Embodied Interaction,874,2015
923,SESSION: Innovation in Theories & Products,874,2015
924,SESSION: Design and 3D Object Fabrication,874,2015
925,SESSION: Understanding & Extending Touch Interfaces,874,2015
926,SESSION: Sharing & Collaboration @ Work,874,2015
927,SESSION: Families and Their Use of Technology,874,2015
928,SESSION: Understanding Crowdwork in Many Domains,874,2015
929,SESSION: Eco-Green: Encouraging Energy Conservation,874,2015
930,SESSION: Sports Tracking & Training,874,2015
931,SESSION: Feeling & Communicating Emotions,874,2015
932,SESSION: Critical Design,874,2015
933,SESSION: HMDs in Augmented & Virtual Reality,874,2015
934,SESSION: Tangible Interaction with Phones,874,2015
935,SESSION: UI Impact on Performance & Decisions,874,2015
936,SESSION: Player Performance & Experience in Games,874,2015
937,SESSION: Neighborhoods & Disadvantaged Communities,874,2015
938,SESSION: Enhanced Security with Passwords & CAPTCHAs,874,2015
939,SESSION: Accessibility at Home & on The Go,874,2015
940,"SESSION: Telepresence Video, Robots, and Walls",874,2015
941,SESSION: Experience Design for Games,874,2015
942,SESSION: Digital & Materials Fabrication,874,2015
943,SESSION: Tactile Notifications for Phones & Wearables,874,2015
944,SESSION: Automation and Interactive Feedback,874,2015
945,SESSION: Art & Performance,874,2015
946,SESSION: Bridging People & Beliefs with Social Media,874,2015
947,SESSION: Quantified Self for Humans & Pets,874,2015
948,SESSION: Visualizing Statistics & Graphs,874,2015
949,SESSION: Understanding Everyday Use of Mobile Phones,874,2015
950,"SESSION: GUI Size, Resolution & Layout",874,2015
951,"SESSION: Kids Social, Emotional & Special Needs",874,2015
952,SESSION: HCI for Civic Engagement,874,2015
953,SESSION: Security Feedback & Warnings,874,2015
954,SESSION: Wellness & Wearables,874,2015
955,SESSION: Task Interruption & Resumption,874,2015
956,SESSION: Using Random Body Parts for Input,874,2015
957,SESSION: Brain & Physiological Data use for HCI,874,2015
958,SESSION: Software Engineering Tools,874,2015
959,SESSION: HCI at Home,874,2015
960,SESSION: Voting & Volunteerism,874,2015
961,SESSION: Socio-Political Interactions,874,2015
962,SESSION: Understanding Health through Online Behavior,874,2015
963,SESSION: Natural User Interfaces for InfoVis,874,2015
964,SESSION: UX Methods 4,874,2015
965,SESSION: Augmented & Virtual Reality in the Real World,874,2015
966,SESSION: Gesture Elicitation & Recognition,874,2015
967,SESSION: Programming Environments,874,2015
968,"SESSION: Digital Collections, Practice & Legacy",874,2015
969,SESSION: Multilingual Communication,874,2015
970,SESSION: Empowering Users,874,2015
971,SESSION: Accessibility for Vision Impaired Users,874,2015
972,SESSION: Interactive & Multi-Surface Maps,874,2015
973,SESSION: Robot Personalities,874,2015
974,SESSION: Mid-Air Gestures and Interaction,874,2015
975,SESSION: MOOCS & e-Learning,874,2015
976,SESSION: Understanding Gamers,874,2015
977,SESSION: Bridging Communities,874,2015
978,SESSION: Gender & Technology,874,2015
979,SESSION: Coping & Wellbeing Through HCI,874,2015
980,SESSION: Interacting with Floors & Situated Displays,874,2015
981,SESSION: Multi-Device Interaction,874,2015
982,SESSION: Speech & Auditory Interfaces,874,2015
983,SESSION: Email & Social Media at Work,874,2015
984,SESSION: Understanding & Protecting Kids Tech Use,874,2015
985,SESSION: Social Media & Citizen Science,874,2015
986,SESSION: Disasters & Humanitarian Events,874,2015
987,SESSION: Home Physiotherapy & Rehabilitation,874,2015
988,SESSION: Interaction Techniques for Tables & Walls,874,2015
989,SESSION: Interacting with GUIs,874,2015
990,CHI,,2016
991,SESSION: Social Media and Location Data,990,2016
992,SESSION: How Fast Can You Type on Your Phone?,990,2016
993,SESSION: Front Stage on Social Media,990,2016
994,SESSION: Families and Assistive Technology,990,2016
995,SESSION: 3D Virtual Space,990,2016
996,SESSION: Mining Human Behaviors,990,2016
997,SESSION: Behavioral Change,990,2016
998,SESSION: Vulnerable Populations and Technological Support,990,2016
999,SESSION: Online Behaviors,990,2016
1000,SESSION: Collaborative Fabricatio? Making Much of Machines,990,2016
1001,SESSION: Learning Feedback,990,2016
1002,SESSION: Visual Design Principles for Unconventional Displays,990,2016
1003,SESSION: Privacy - Social and Geolocated,990,2016
1004,SESSION: Social Media Engagement,990,2016
1005,SESSION: Computer Supported Parenting,990,2016
1006,SESSION: Personal informatic Dear Data,990,2016
1007,SESSION: Older Adult Support,990,2016
1008,SESSION: Real Reality Interfaces,990,2016
1009,"SESSION: Sociotechnical Assemblage, Participation, Interaction & Materiality",990,2016
1010,SESSION: Thinking Critically,990,2016
1011,"SESSION: Prototyping for Fabricatio, 3D Designing, Modelling & Printing",990,2016
1012,SESSION: Learning @ School,990,2016
1013,SESSION: Learning Facilitaton,990,2016
1014,SESSION: Paying Attention to Smartphones,990,2016
1015,SESSION: Interaction Design for Audio Interfaces,990,2016
1016,SESSION: Living Healthy,990,2016
1017,SESSION: Designing Quality in Social Media,990,2016
1018,SESSION: Physical and Digital Collections,990,2016
1019,SESSION: Augmented AR and VR Experiences,990,2016
1020,SESSION: Technological Care for Autism,990,2016
1021,"SESSION: Sustainability, Design and Environmental Sensibilities",990,2016
1022,SESSION: Authentication and Privacy,990,2016
1023,SESSION: (Re)understanding Makin? A Critical Broadening of Maker Cultures,990,2016
1024,SESSION: Learning Programming,990,2016
1025,SESSION: Tracking Fingers,990,2016
1026,SESSION: VR for Collaboration,990,2016
1027,"SESSION: I want to know my data Democratizing, Opening and Comprehending Data",990,2016
1028,SESSION: The Economics of Being Online,990,2016
1029,SESSION: Designing Physical Games,990,2016
1030,"SESSION: Work, Multitasking, and Distraction",990,2016
1031,SESSION: Physical Disability and Assistive Technologies,990,2016
1032,SESSION: Citizenry and the Science? Design as Inquiry and Participation,990,2016
1033,SESSION: Evaluating Technological Application in Education,990,2016
1034,SESSION: Quantifying Efficiency of Input Methods,990,2016
1035,SESSION: Mobile Behaviors,990,2016
1036,SESSION: Touchscreen Interactions,990,2016
1037,SESSION: VR & Feedback,990,2016
1038,SESSION: Gamification,990,2016
1039,SESSION: Displays and Shared Interactions,990,2016
1040,SESSION: Mental Health in Technology Design and Social Media,990,2016
1041,SESSION: Visual Impairment and Technology,990,2016
1042,SESSION: What lies beyond? Design and Infrastructure through a Critical Lens,990,2016
1043,"SESSION: Design, Labour and the Invisible Perils of Crowdsourcing",990,2016
1044,SESSION: HCI and Physiological Interactions,990,2016
1045,SESSION: In-Air Gesture,990,2016
1046,SESSION: Curation and Algorithms,990,2016
1047,SESSION: Contextual Awareness,990,2016
1048,SESSION: Distance Still Matters,990,2016
1049,SESSION: Enabling End-Users and Designers,990,2016
1050,SESSION: Interventions to Design Theory,990,2016
1051,SESSION: HCI and Gender,990,2016
1052,SESSION: Complex Tasks and Learning in Crowdsourcing,990,2016
1053,SESSION: Game and Design,990,2016
1054,SESSION: Crowdsourcing and Creation: Large-scale Ideas and Content Production,990,2016
1055,SESSION: Embodied Interaction,990,2016
1056,SESSION: Big Data and Local Society,990,2016
1057,SESSION: Touch Interaction,990,2016
1058,SESSION: Managing Design for Life Disruptions,990,2016
1059,"SESSION: Civic Tech, Participation and Society",990,2016
1060,SESSION: Players' Motivations in Games,990,2016
1061,SESSION: Workplace Social Performance,990,2016
1062,SESSION: Patients' Participation in Online and Offline Settings,990,2016
1063,SESSION: User Experience and Performance,990,2016
1064,SESSION: Microtasks and Crowdsourcing,990,2016
1065,SESSION: Software and Programming Tools,990,2016
1066,SESSION: Did you feel the vibration-- Haptic Feedback Everywhere),990,2016
1067,SESSION: Designing for Attention and Multitasking,990,2016
1068,SESSION: Politics on Social Media,990,2016
1069,SESSION: Gesture Elicitation and Interaction,990,2016
1070,SESSION: Supporting Player Performance,990,2016
1071,SESSION: End-User Programming,990,2016
1072,SESSION: Health Support,990,2016
1073,SESSION: Participating in Well-Being and Family,990,2016
1074,SESSION: Input Technology,990,2016
1075,SESSION: Comprehension through Visualization,990,2016
1076,SESSION: Haptic Sensation Meets Screens,990,2016
1077,SESSION: Smartphone Authentication,990,2016
1078,SESSION: Shape Changing Displays,990,2016
1079,"SESSION: Fat Fingers, Small Watches",990,2016
1080,SESSION: Online Communities - Identities and Behaviors,990,2016
1081,SESSION: Affording Collective Action in Social Media,990,2016
1082,SESSION: Designing New Player Experiences,990,2016
1083,SESSION: Usability and User Burden,990,2016
1084,SESSION: Reflection on UX Design,990,2016
1085,SESSION: Display and Visualizations,990,2016
1086,SESSION: Reward me! Motivating and Incentivising Crowdsourcing,990,2016
1087,SESSION: Making Interfaces Work for Each Individual,990,2016
1088,SESSION: Everyday Objects as Interaction Surfaces,990,2016
1089,SESSION: Fingers and Technology,990,2016
1090,SESSION: Privacy over Time and Relationships,990,2016
1091,SESSION: Supporting Player Social Experiences,990,2016
1092,SESSION: How Does It Look? Evaluating Visual Design,990,2016
1093,SESSION: Participatory Design (PD) and Applications,990,2016
1094,SESSION: Health Support & Management,990,2016
1095,SESSION: UX and Usability Methods,990,2016
1096,"SESSION: Backstage of Crowdsourcing Legitimacy, Performance and Crowd Support",990,2016
1097,SESSION: Expressive HCI,990,2016
1098,SESSION: Search and Discovery,990,2016
1099,SESSION: Interaction with Small Displays,990,2016
1100,SESSION: How can Smartphones Fit Our Lives?,990,2016
1101,SESSION: Video Sharing,990,2016
1102,SESSION: Privacy and Security Interfaces,990,2016
1103,SESSION: Detecting User Emotion,990,2016
1104,SESSION: Diverse Disabilities and Technological Support,990,2016
1105,SESSION: Robot Personalities,990,2016
1106,SESSION: Problem-solving or not? The Boundaries of HCI Research,990,2016
1107,SESSION: Visualization Methods and Evaluation,990,2016
1108,SESSION: Transportation and HCI,990,2016
1109,SESSION: Interaction Techniques for Mobile Interfaces,990,2016
1110,SESSION: Eye Gaze,990,2016
1111,SESSION: Mental Models of Privacy,990,2016
1112,SESSION: Living in Smart Environments,990,2016
1113,SESSION: Design for Health Care,990,2016
1114,SESSION: Representing User Experience,990,2016
1115,SESSION: Making Music on the Brain,990,2016
1116,SESSION: Natural User Interfaces for InfoVis,990,2016
1117,SESSION: Multi-Device Interaction,990,2016
1118,SESSION: Social Media and Health,990,2016
1119,SESSION: Engaging Players in Games,990,2016
1120,SESSION: Food as Method and Inquiry,990,2016
1121,SESSION: Medical Device Sensing,990,2016
1122,SESSION: Supporting Information Seeking,990,2016
1123,SESSION: Designing New Materials and Manufacturing Techniques,990,2016
1124,SESSION: Eye Tracking Applications,990,2016
1125,SESSION: Large Display Interaction,990,2016
1126,SESSION: IoT and HCI ASAP!,990,2016
1127,"SESSION: Smart Homes, Devices and Data",990,2016
1128,"SESSION: Seams of Craft, Design and Fabrication",990,2016
1129,SESSION: Body and Fashion,990,2016
1130,CHI,,2017
1131,SESSION: Innovative Sensing,1130,2017
1132,SESSION: Interruptions and Email,1130,2017
1133,SESSION: Learning to be Makers,1130,2017
1134,SESSION: Mental Health,1130,2017
1135,SESSION: Perceptions of Visualizations,1130,2017
1136,SESSION: Targets and Paths,1130,2017
1137,SESSION: Technology & Adoption,1130,2017
1138,SESSION: Telepresence and Robots,1130,2017
1139,SESSION: Authentication and Access Control,1130,2017
1140,SESSION: Cars and Automation,1130,2017
1141,SESSION: Design Theory,1130,2017
1142,SESSION: Fabrication via 3D Printing,1130,2017
1143,SESSION: Learning and Reading,1130,2017
1144,SESSION: Robots at Work & Home,1130,2017
1145,SESSION: Self-tracking Mental Health,1130,2017
1146,SESSION: Smartwatch Interactions and Displays,1130,2017
1147,SESSION: Social & Collaborative Technologies,1130,2017
1148,SESSION: Sustainability and Public Service,1130,2017
1149,SESSION: Understanding Data Visualization,1130,2017
1150,SESSION: Clinical Settings,1130,2017
1151,SESSION: Digital Privacy & Security,1130,2017
1152,SESSION: Educational Assessment,1130,2017
1153,SESSION: Fabricating New Materials,1130,2017
1154,SESSION: Motivation in Games,1130,2017
1155,SESSION: Self-Monitored Healthcare,1130,2017
1156,SESSION: Toolkits and UIs,1130,2017
1157,SESSION: Uniqueness of Geographic Information,1130,2017
1158,SESSION: Visual Perception based Decisions,1130,2017
1159,SESSION: All about Data,1130,2017
1160,SESSION: Design and Cognitive Impairment,1130,2017
1161,SESSION: Evaluating Visual Perceptions,1130,2017
1162,SESSION: HCI/UX Education and Industry,1130,2017
1163,SESSION: Novel Game Interfaces,1130,2017
1164,SESSION: Novel Interfaces,1130,2017
1165,"SESSION: Players, Spectators, Communities",1130,2017
1166,SESSION: Smart Monitoring in Physical Spaces,1130,2017
1167,SESSION: Social Computing and Health,1130,2017
1168,SESSION: Supporting Local Space,1130,2017
1169,SESSION: Temperature Interfaces,1130,2017
1170,SESSION: Behavior in Online Communities,1130,2017
1171,"SESSION: Connect, Move, Touch, Build",1130,2017
1172,SESSION: Crowd-powered Systems,1130,2017
1173,SESSION: Gesture as Input,1130,2017
1174,SESSION: Human Performance Gaming,1130,2017
1175,SESSION: Interdisciplinary Techniques,1130,2017
1176,SESSION: It Could Be This Way,1130,2017
1177,SESSION: Methods and Theories,1130,2017
1178,SESSION: Perspectives on Cognitive Impairment,1130,2017
1179,SESSION: Precautionary Behaviors,1130,2017
1180,SESSION: Second Screen,1130,2017
1181,SESSION: Civic Technology,1130,2017
1182,SESSION: Crowdfunding and Crowdsourcing,1130,2017
1183,SESSION: Designing for the Workplace,1130,2017
1184,SESSION: Designing Haptic Interfaces,1130,2017
1185,"SESSION: Exertion, Sport, Bodies",1130,2017
1186,SESSION: Human Computer Integration,1130,2017
1187,SESSION: Improving Gaze Mechanisms,1130,2017
1188,SESSION: Innovative Fabrication Techniques,1130,2017
1189,SESSION: Intelligent Visualization Systems,1130,2017
1190,SESSION: Mindfulness and Reflection,1130,2017
1191,SESSION: Supporting Low Resource Communities,1130,2017
1192,SESSION: Technology Augmented Driving,1130,2017
1193,"SESSION: Autism, disabilities and assistive technology",1130,2017
1194,SESSION: Big Data Intelligent Visualization Systems,1130,2017
1195,SESSION: Data as Design Material,1130,2017
1196,SESSION: Designing Gaze-based Gestures and Features,1130,2017
1197,SESSION: Enabling Healthy Behaviors,1130,2017
1198,SESSION: Haptics on Skin,1130,2017
1199,SESSION: HCI and Collective Action,1130,2017
1200,SESSION: Online Content,1130,2017
1201,"SESSION: Pens, Ink, Input",1130,2017
1202,SESSION: Sensing and Input,1130,2017
1203,SESSION: Social Justice,1130,2017
1204,SESSION: Wild Methods,1130,2017
1205,SESSION: Chatbot Interfaces,1130,2017
1206,SESSION: Collaborative Crowdwork,1130,2017
1207,SESSION: Contextual Smartwatch Use,1130,2017
1208,SESSION: Data Culture,1130,2017
1209,SESSION: Fabrication and DIY,1130,2017
1210,SESSION: Haptic Feedback,1130,2017
1211,SESSION: Passwords and Authentication,1130,2017
1212,SESSION: Social Media Privacy,1130,2017
1213,SESSION: Technology & Spatial Landmarks,1130,2017
1214,SESSION: Wearable Technology,1130,2017
1215,SESSION: Camera-based Tracking,1130,2017
1216,SESSION: Ubiquitous Sensing,1130,2017
1217,SESSION: Experiences with Virtual Reality,1130,2017
1218,SESSION: Food & Nutrition,1130,2017
1219,SESSION: Impaired Vision and Navigation,1130,2017
1220,SESSION: Innovative Text Entry Systems,1130,2017
1221,SESSION: Models of Use and Gestures,1130,2017
1222,SESSION: Sound of Music,1130,2017
1223,SESSION: Technology Enabled Commerce,1130,2017
1224,SESSION: Unusual Displays,1130,2017
1225,SESSION: User Perceptions in Sociotechnical Systems,1130,2017
1226,SESSION: 360 Video,1130,2017
1227,SESSION: Civic Engagement,1130,2017
1228,SESSION: Cross Device Interaction,1130,2017
1229,SESSION: Crowdwork,1130,2017
1230,SESSION: Improving Touch Interfaces,1130,2017
1231,SESSION: Innovative Input Techniques,1130,2017
1232,SESSION: Markets in the Global South,1130,2017
1233,SESSION: Performative Interactions,1130,2017
1234,SESSION: Serious + Educational + Exer Games,1130,2017
1235,SESSION: Technology in Households,1130,2017
1236,SESSION: Textures and Haptics,1130,2017
1237,SESSION: Design and Games,1130,2017
1238,SESSION: Design Frameworks,1130,2017
1239,SESSION: Difficulty and Challenge in Games,1130,2017
1240,SESSION: Embodied Interaction,1130,2017
1241,SESSION: Emerging Privacy,1130,2017
1242,SESSION: Family Health,1130,2017
1243,SESSION: Improving Video Communication,1130,2017
1244,SESSION: Online and On-the-go,1130,2017
1245,SESSION: Speculation & Storytelling,1130,2017
1246,SESSION: Virtual Reality,1130,2017
1247,SESSION: Visualization for the People,1130,2017
1248,SESSION: Classroom Tools,1130,2017
1249,SESSION: Finger and Pen,1130,2017
1250,SESSION: Interactions in Virtual Reality,1130,2017
1251,SESSION: Mobility and Navigation in Many Forms,1130,2017
1252,SESSION: Participant Design with Children,1130,2017
1253,SESSION: Patient-generated Data in the Clinic,1130,2017
1254,SESSION: Personal Object Recognizers: Feasibility and Challenges,1130,2017
1255,SESSION: Spatial Manipulation and Navigation,1130,2017
1256,SESSION: Technology Use Around the Globe,1130,2017
